Start Date,Overs,Mdns,Runs,Wkts
27-Dec-13,99.1,3,450,17
01-Jan-14,42,0,402,9
04-Jan-14,83.4,4,411,8
08-Jan-14,79.5,2,513,12
12-Jan-14,95.4,0,532,11
17-Jan-14,99.3,0,588,16
19-Jan-14,98.4,2,556,16
19-Jan-14,90,2,479,11
22-Jan-14,83.3,3,544,16
23-Jan-14,89.2,6,501,17
23-Jan-14,85.4,2,519,10
24-Jan-14,97.4,2,570,18
25-Jan-14,100,3,614,16
26-Jan-14,99.4,5,415,18
28-Jan-14,86.4,3,417,10
28-Jan-14,98.1,5,553,7
30-Jan-14,99.3,1,511,12
31-Jan-14,99.4,6,511,15
01-Feb-14,100,2,525,14
17-Feb-14,79.2,6,343,15
20-Feb-14,93,5,508,15
22-Feb-14,97.3,5,480,11
23-Feb-14,86,6,400,15
25-Feb-14,98.5,3,567,15
26-Feb-14,99,5,554,11
27-Feb-14,97.2,5,414,15
28-Feb-14,99.2,3,517,17
28-Feb-14,100,9,516,12
01-Mar-14,97.5,2,463,13
02-Mar-14,99.4,2,480,15
02-Mar-14,89.1,7,312,16
03-Mar-14,88.4,11,369,15
04-Mar-14,99.5,5,648,8
05-Mar-14,77.4,6,316,12
05-Mar-14,97.4,3,567,15
06-Mar-14,99,4,401,14
08-Mar-14,96.2,6,518,10
01-May-14,92.4,3,426,12
02-May-14,94.3,1,514,15
04-May-14,93.5,11,308,17
06-May-14,89.5,10,355,16
09-May-14,40,0,299,15
22-May-14,66.5,2,382,16
25-May-14,76.1,6,347,17
28-May-14,36.1,4,137,9
31-May-14,100,6,584,16
03-Jun-14,96.3,4,432,12
15-Jun-14,74.5,1,422,12
17-Jun-14,43.1,6,157,19
19-Jun-14,34.2,3,116,9
06-Jul-14,90.3,1,520,15
09-Jul-14,87.3,7,441,20
12-Jul-14,94.3,0,583,14
18-Jul-14,95.2,13,445,10
20-Jul-14,93.3,1,503,9
22-Jul-14,99.4,6,516,12
24-Jul-14,87.1,6,414,18
17-Aug-14,99.5,4,515,13
19-Aug-14,98.5,8,436,19
20-Aug-14,89.4,5,433,14
21-Aug-14,67.1,5,330,12
22-Aug-14,74.4,6,314,16
23-Aug-14,89.5,1,545,12
25-Aug-14,89.3,9,495,15
25-Aug-14,100,5,579,15
26-Aug-14,93.5,3,528,18
27-Aug-14,96.4,1,643,10
27-Aug-14,88.1,4,450,16
29-Aug-14,88.2,5,397,19
30-Aug-14,50.3,5,198,12
30-Aug-14,93,2,450,12
31-Aug-14,98,9,413,15
02-Sep-14,94,3,489,15
02-Sep-14,80,5,408,10
04-Sep-14,97.2,2,476,13
05-Sep-14,98.4,4,543,15
06-Sep-14,90.5,3,428,13
08-Sep-14,77.1,8,323,13
10-Sep-14,94.1,5,434,15
12-Sep-14,95.4,2,481,11
07-Oct-14,86.3,7,405,17
08-Oct-14,91,3,505,15
10-Oct-14,92.5,1,427,11
11-Oct-14,96.3,3,472,17
12-Oct-14,100,5,451,16
17-Oct-14,98.1,4,585,14
21-Oct-14,93.2,6,456,14
24-Oct-14,96.3,4,489,19
27-Oct-14,30.4,1,155,3
02-Nov-14,89.2,4,548,15
06-Nov-14,94.3,4,538,11
08-Nov-14,87.3,6,396,16
09-Nov-14,98.5,3,516,15
09-Nov-14,92.3,3,482,13
13-Nov-14,93.1,3,649,14
14-Nov-14,98.1,2,551,17
16-Nov-14,69.2,6,305,17
16-Nov-14,98.4,3,564,14
19-Nov-14,94.3,1,579,14
21-Nov-14,99,0,518,14
21-Nov-14,92.1,5,468,17
23-Nov-14,97.1,4,550,14
23-Nov-14,94.5,4,427,15
26-Nov-14,89.5,3,451,15
26-Nov-14,97.1,2,607,15
28-Nov-14,100,4,482,15
28-Nov-14,98.4,1,488,9
29-Nov-14,77.2,2,365,12
30-Nov-14,98.2,2,556,11
01-Dec-14,54.3,6,252,15
02-Dec-14,99.4,5,535,12
03-Dec-14,68.4,0,474,12
04-Dec-14,99.3,2,483,19
07-Dec-14,99.4,3,523,14
08-Dec-14,99.3,4,490,12
10-Dec-14,98.1,2,469,15
12-Dec-14,94.3,0,500,15
13-Dec-14,91.3,1,479,16
14-Dec-14,88.2,0,571,16
16-Dec-14,95.5,1,505,15
17-Dec-14,100,4,577,12
19-Dec-14,93.3,1,474,14
08-Jan-15,83,3,457,10
10-Jan-15,87.4,4,356,17
11-Jan-15,93,5,432,15
12-Jan-15,96.3,6,427,14
14-Jan-15,68.3,8,274,17
15-Jan-15,97.4,2,495,10
16-Jan-15,87.4,4,457,16
16-Jan-15,76.4,2,426,15
17-Jan-15,28.5,2,140,3
17-Jan-15,93.3,6,417,17
18-Jan-15,99,3,529,14
18-Jan-15,100,0,714,9
20-Jan-15,97.4,3,553,14
20-Jan-15,67,2,306,11
21-Jan-15,58.2,4,239,11
23-Jan-15,93.4,0,605,15
23-Jan-15,99.5,0,599,12
25-Jan-15,90.3,6,500,12
25-Jan-15,98.3,7,519,14
26-Jan-15,16,0,69,2
28-Jan-15,79.4,0,582,14
29-Jan-15,95.2,2,533,15
30-Jan-15,95,5,399,17
31-Jan-15,85,4,417,13
01-Feb-15,89.1,8,432,17
03-Feb-15,93.1,0,611,15
14-Feb-15,96.1,1,562,16
14-Feb-15,91.5,1,566,17
15-Feb-15,98.2,4,602,13
15-Feb-15,97,4,521,16
16-Feb-15,95.5,3,606,11
17-Feb-15,61.1,6,286,17
18-Feb-15,92.5,7,421,17
19-Feb-15,98,2,555,13
20-Feb-15,45.4,4,238,12
21-Feb-15,89,6,459,15
22-Feb-15,98,3,460,15
22-Feb-15,90.2,3,481,13
23-Feb-15,92.2,5,477,18
24-Feb-15,94.3,1,649,12
25-Feb-15,99.2,1,545,17
26-Feb-15,99.3,5,408,19
26-Feb-15,97,1,558,10
27-Feb-15,83.1,5,552,15
28-Feb-15,55.3,4,297,19
28-Feb-15,50.2,5,202,11
01-Mar-15,97.2,2,605,7
01-Mar-15,99.4,9,442,16
03-Mar-15,95,3,617,14
04-Mar-15,100,5,545,13
04-Mar-15,87.3,3,543,16
05-Mar-15,98.1,1,639,12
06-Mar-15,83.3,6,358,15
07-Mar-15,80.1,7,416,19
07-Mar-15,99.3,2,645,17
08-Mar-15,83.5,9,367,12
08-Mar-15,96.2,0,679,15
09-Mar-15,98.3,1,526,14
10-Mar-15,85.5,1,511,11
11-Mar-15,93.1,0,573,19
12-Mar-15,97.3,6,511,15
13-Mar-15,98.5,6,576,14
13-Mar-15,54.3,4,203,8
14-Mar-15,97.3,6,570,13
14-Mar-15,41,4,260,13
15-Mar-15,78.1,9,343,14
15-Mar-15,96.1,2,474,11
18-Mar-15,55.2,5,257,11
19-Mar-15,95,4,482,15
20-Mar-15,83.4,2,424,14
21-Mar-15,80.3,5,641,15
24-Mar-15,85.5,4,571,10
26-Mar-15,96.5,2,545,15
29-Mar-15,78.1,3,359,12
17-Apr-15,95.2,2,569,13
19-Apr-15,88.1,4,473,9
22-Apr-15,88.3,1,499,11
08-May-15,18,5,54,3
26-May-15,100,1,702,8
29-May-15,97.2,1,530,11
31-May-15,59,0,359,6
09-Jun-15,81.1,1,596,18
12-Jun-15,96,2,757,14
14-Jun-15,94.2,2,597,17
17-Jun-15,94,2,693,10
18-Jun-15,95.4,2,523,19
20-Jun-15,75,0,465,16
21-Jun-15,83,2,390,13
24-Jun-15,97,4,547,16
10-Jul-15,100,6,495,12
10-Jul-15,67.4,8,313,12
11-Jul-15,95.2,2,502,12
12-Jul-15,99,5,472,16
12-Jul-15,73.4,4,325,13
14-Jul-15,92.4,2,467,15
15-Jul-15,66.1,1,330,10
15-Jul-15,98.1,3,566,15
19-Jul-15,91.1,2,487,11
22-Jul-15,90.5,2,504,11
26-Jul-15,87.2,2,564,10
02-Aug-15,99,3,602,6
04-Aug-15,92.2,4,469,7
07-Aug-15,97.4,3,501,14
19-Aug-15,98.1,3,560,14
23-Aug-15,94,4,405,9
26-Aug-15,99.2,3,496,16
27-Aug-15,64,2,363,15
03-Sep-15,95.3,3,549,15
05-Sep-15,91.3,3,542,16
08-Sep-15,94,5,498,16
11-Sep-15,98.2,0,592,14
13-Sep-15,57.2,8,267,11
01-Oct-15,87,6,379,14
03-Oct-15,98,3,525,12
05-Oct-15,72.5,3,321,13
09-Oct-15,99,3,431,14
11-Oct-15,100,0,594,12
11-Oct-15,98.3,5,517,10
13-Oct-15,96.1,5,372,15
14-Oct-15,93.4,2,467,18
16-Oct-15,57.3,7,247,12
18-Oct-15,96.4,4,479,15
18-Oct-15,100,2,519,11
20-Oct-15,99.4,5,447,10
22-Oct-15,96.4,10,363,14
22-Oct-15,100,1,557,15
24-Oct-15,94.1,4,412,18
25-Oct-15,86,1,659,14
01-Nov-15,50.5,2,317,15
04-Nov-15,74.1,1,427,8
07-Nov-15,86.1,3,398,15
07-Nov-15,68.3,1,378,14
09-Nov-15,93.2,1,403,18
11-Nov-15,93.3,3,487,17
11-Nov-15,93.2,4,424,12
13-Nov-15,95.5,1,453,15
16-Nov-15,92.3,5,493,14
17-Nov-15,90.5,1,412,11
18-Nov-15,90.1,8,419,15
20-Nov-15,90.4,1,620,14
25-Dec-15,69.4,8,208,18
26-Dec-15,68,4,378,13
28-Dec-15,36,4,229,9
29-Dec-15,97.4,2,493,12
31-Dec-15,96.2,2,549,8
02-Jan-16,9,0,75,3
02-Jan-16,64.4,6,230,19
04-Jan-16,94.1,6,373,20
05-Jan-16,97.1,3,546,15
06-Jan-16,99.3,7,490,18
12-Jan-16,99.2,0,608,8
15-Jan-16,99,2,610,8
17-Jan-16,98.5,0,583,12
20-Jan-16,99.2,2,664,17
23-Jan-16,99.4,1,647,10
25-Jan-16,96,3,481,18
26-Jan-16,88.2,4,406,19
31-Jan-16,90.1,0,550,16
03-Feb-16,74.2,3,449,17
03-Feb-16,83.3,0,640,14
06-Feb-16,96.3,1,558,15
06-Feb-16,96.2,5,506,12
08-Feb-16,89.1,2,429,19
09-Feb-16,96.2,0,625,9
12-Feb-16,95.1,4,516,18
14-Feb-16,89,4,461,15
03-Jun-16,95,4,365,16
05-Jun-16,58.1,6,229,14
07-Jun-16,84.2,8,325,18
11-Jun-16,92.2,7,337,11
11-Jun-16,97.4,2,530,15
13-Jun-16,61.2,7,250,11
13-Jun-16,95.4,0,526,11
15-Jun-16,64.1,5,244,8
15-Jun-16,88,0,538,14
16-Jun-16,90.4,0,509,17
18-Jun-16,95,6,607,17
19-Jun-16,1,0,8,0
21-Jun-16,100,0,568,15
21-Jun-16,98.4,5,554,11
24-Jun-16,84.1,1,493,5
24-Jun-16,95.5,5,457,17
26-Jun-16,54,1,260,9
26-Jun-16,95.4,6,477,18
29-Jun-16,82.1,0,607,8
02-Jul-16,92.4,0,515,15
04-Jul-16,47.2,1,281,4
06-Jul-16,64.3,3,299,16
12-Jul-16,97.4,2,451,20
14-Jul-16,96.4,4,470,14
17-Jul-16,91,4,369,15
19-Jul-16,100,4,508,14
14-Aug-16,93.3,4,545,14
16-Aug-16,93.2,5,455,13
18-Aug-16,70.4,2,414,16
21-Aug-16,96.5,4,451,15
24-Aug-16,96.1,1,479,20
24-Aug-16,84.3,2,447,8
27-Aug-16,97.2,5,490,14
28-Aug-16,95.2,1,437,18
30-Aug-16,92.4,1,699,13
31-Aug-16,81,3,421,14
01-Sep-16,98,5,493,13
04-Sep-16,83.2,3,388,15
04-Sep-16,98.2,2,596,14
08-Sep-16,38,0,281,9
10-Sep-16,96.1,4,468,15
25-Sep-16,80.5,2,493,15
25-Sep-16,100,0,518,20
27-Sep-16,74,1,395,10
28-Sep-16,99,7,410,17
30-Sep-16,87.4,1,449,17
30-Sep-16,86.2,1,584,12
01-Oct-16,83.5,4,414,16
02-Oct-16,87.4,1,575,16
02-Oct-16,100,3,605,9
05-Oct-16,94,1,468,14
05-Oct-16,99.2,1,737,12
07-Oct-16,97.5,2,588,15
09-Oct-16,72.1,5,332,14
09-Oct-16,94.4,3,431,17
12-Oct-16,97.5,1,548,12
12-Oct-16,98.2,5,605,15
16-Oct-16,77,4,380,13
20-Oct-16,99.3,2,473,18
23-Oct-16,98,0,572,13
26-Oct-16,98.4,3,495,15
29-Oct-16,73.1,2,346,16
04-Nov-16,88,7,426,19
06-Nov-16,94,9,375,20
08-Nov-16,83.3,5,407,9
14-Nov-16,66,4,305,12
16-Nov-16,92.3,6,386,17
19-Nov-16,100,1,510,15
21-Nov-16,13.3,1,50,1
23-Nov-16,100,0,646,13
25-Nov-16,76.3,5,333,12
27-Nov-16,74,3,321,14
04-Dec-16,94.2,3,575,17
06-Dec-16,97.2,1,628,15
09-Dec-16,86.1,7,404,17
26-Dec-16,94.5,3,584,16
29-Dec-16,92.4,5,422,18
31-Dec-16,91.2,5,464,10
13-Jan-17,92.4,1,434,18
15-Jan-17,96,4,428,13
15-Jan-17,98.1,0,689,13
19-Jan-17,95,3,519,10
19-Jan-17,100,5,734,13
22-Jan-17,93.5,1,607,16
22-Jan-17,93,6,405,12
22-Jan-17,100,2,620,15
24-Jan-17,87.1,3,345,16
26-Jan-17,99.1,1,674,15
26-Jan-17,87,8,344,13
28-Jan-17,82.5,4,354,11
30-Jan-17,97,1,551,18
01-Feb-17,87.5,1,487,15
04-Feb-17,71.2,5,323,12
05-Feb-17,97,3,520,18
07-Feb-17,98.1,1,687,15
10-Feb-17,100,3,658,13
16-Feb-17,76.4,3,311,13
19-Feb-17,67.5,2,411,13
19-Feb-17,92.1,3,415,18
21-Feb-17,62.1,4,246,20
22-Feb-17,100,1,565,12
24-Feb-17,61.1,8,217,12
25-Feb-17,82.2,2,381,16
26-Feb-17,63.5,2,302,17
01-Mar-17,95,3,555,9
02-Mar-17,91.1,4,450,19
03-Mar-17,97.2,5,536,14
04-Mar-17,73.3,3,289,12
04-Mar-17,89.4,1,394,12
05-Mar-17,96.1,3,447,15
09-Mar-17,89.2,7,461,18
15-Mar-17,96.5,1,552,16
17-Mar-17,97.3,2,630,19
19-Mar-17,98.3,7,517,10
22-Mar-17,96.4,6,430,17
24-Mar-17,96.5,3,450,13
25-Mar-17,95.1,2,543,14
28-Mar-17,49.5,1,297,7
31-Mar-17,97.3,7,493,15
01-Apr-17,94.3,5,486,17
02-Apr-17,97.4,4,423,15
04-Apr-17,85.2,1,390,17
07-Apr-17,99,2,605,11
09-Apr-17,94.5,4,479,15
11-Apr-17,93.1,4,461,12
05-May-17,53,1,251,13
07-May-17,96.1,0,566,16
12-May-17,31.1,1,154,4
14-May-17,95.3,2,511,16
17-May-17,97.3,5,509,13
19-May-17,73.4,4,355,12
21-May-17,89.3,3,487,16
24-May-17,98.2,0,525,12
24-May-17,95,1,598,16
27-May-17,100,1,645,10
29-May-17,60,4,306,13
01-Jun-17,97.2,4,609,8
02-Jun-17,54,0,339,12
03-Jun-17,91.3,1,495,12
04-Jun-17,81.4,3,479,10
05-Jun-17,60.3,4,258,11
06-Jun-17,94,2,516,20
07-Jun-17,77,4,335,11
08-Jun-17,98.4,2,628,7
09-Jun-17,97.2,2,531,12
09-Jun-17,94.4,6,359,16
10-Jun-17,90.2,4,507,12
11-Jun-17,82.3,3,376,9
11-Jun-17,76.5,5,270,15
12-Jun-17,94.1,6,457,16
14-Jun-17,87,1,424,10
15-Jun-17,90.1,2,515,8
15-Jun-17,91.4,3,586,14
17-Jun-17,79,8,326,14
18-Jun-17,80.3,6,485,12
23-Jun-17,39.2,1,199,3
25-Jun-17,86,1,505,11
30-Jun-17,97.4,2,630,9
30-Jun-17,88.1,3,402,14
02-Jul-17,63.5,1,303,13
02-Jul-17,99.4,9,366,18
06-Jul-17,97.2,2,614,9
06-Jul-17,86.5,3,409,11
08-Jul-17,79.2,1,512,12
10-Jul-17,88.1,5,394,15
20-Aug-17,72.1,0,430,9
24-Aug-17,94.2,3,455,15
27-Aug-17,95.1,8,423,12
31-Aug-17,92.4,4,576,13
03-Sep-17,96.1,1,466,13
17-Sep-17,71,2,411,16
19-Sep-17,72.5,0,411,12
21-Sep-17,93.1,6,443,18
21-Sep-17,2.2,0,21,0
24-Sep-17,97.5,0,582,11
24-Sep-17,89.1,2,610,17
27-Sep-17,85.1,1,607,10
28-Sep-17,100,1,632,12
29-Sep-17,88,3,580,7
01-Oct-17,92.5,4,481,11
06-Oct-17,93.3,3,447,16
08-Oct-17,97.2,6,406,13
13-Oct-17,100,3,495,14
15-Oct-17,92.5,1,555,7
16-Oct-17,98,4,397,16
18-Oct-17,97.5,2,596,16
18-Oct-17,90.5,2,406,12
20-Oct-17,82.4,2,343,12
22-Oct-17,99,1,549,12
22-Oct-17,90.4,3,533,15
23-Oct-17,46.4,4,205,10
25-Oct-17,96,6,452,13
29-Oct-17,100,0,663,12
24-Nov-17,82.3,4,290,14
25-Nov-17,96.2,8,371,13
05-Dec-17,81.4,9,329,18
06-Dec-17,97,5,424,16
07-Dec-17,95.2,2,464,18
08-Dec-17,92.2,4,539,12
10-Dec-17,59,15,223,13
10-Dec-17,86.2,4,346,15
13-Dec-17,100,1,639,12
17-Dec-17,77,7,424,12
20-Dec-17,96,7,489,14
23-Dec-17,78,3,442,16
26-Dec-17,46,3,228,13
06-Jan-18,80.1,4,477,13
09-Jan-18,73.5,3,396,11
11-Jan-18,99.2,10,435,15
13-Jan-18,77.2,7,329,18
13-Jan-18,98.4,1,530,15
14-Jan-18,98.5,0,600,13
15-Jan-18,77.3,2,336,11
16-Jan-18,95.5,1,519,12
16-Jan-18,84.1,2,436,12
17-Jan-18,98.1,0,557,16
18-Jan-18,100,2,621,14
19-Jan-18,99,2,516,16
19-Jan-18,94.2,1,541,13
19-Jan-18,82.2,2,466,16
21-Jan-18,100,2,577,12
21-Jan-18,96.3,5,452,17
21-Jan-18,88.5,3,389,14
23-Jan-18,99.1,2,592,14
23-Jan-18,86.3,7,339,19
25-Jan-18,35.5,2,161,9
26-Jan-18,81.5,4,392,16
27-Jan-18,91.1,5,353,16
28-Jan-18,96,1,493,18
01-Feb-18,95.3,1,530,10
04-Feb-18,52.5,4,236,11
07-Feb-18,90,2,477,16
09-Feb-18,84.4,6,502,15
10-Feb-18,75.3,0,487,11
11-Feb-18,80.1,2,503,14
13-Feb-18,62,4,305,14
13-Feb-18,92.2,3,459,14
16-Feb-18,59.1,6,266,10
16-Feb-18,79,2,405,12
19-Feb-18,82.1,8,324,17
25-Feb-18,99.2,2,561,14
28-Feb-18,87.3,2,441,10
03-Mar-18,100,5,459,14
04-Mar-18,97,2,506,12
04-Mar-18,75.3,8,329,16
06-Mar-18,61.5,17,181,16
06-Mar-18,99.1,7,465,14
06-Mar-18,100,2,631,10
06-Mar-18,92.3,6,385,19
07-Mar-18,99.3,3,669,14
08-Mar-18,96,6,429,15
08-Mar-18,85.4,4,389,12
10-Mar-18,82.3,3,448,13
10-Mar-18,96.2,5,459,17
10-Mar-18,96.5,2,431,19
12-Mar-18,73.3,6,395,16
12-Mar-18,95.5,5,409,20
15-Mar-18,97.4,6,386,14
15-Mar-18,97.4,3,562,15
16-Mar-18,84.2,8,309,17
17-Mar-18,83.4,8,337,19
18-Mar-18,97.4,4,510,17
19-Mar-18,99,0,575,15
20-Mar-18,77.3,4,350,15
21-Mar-18,84,5,320,15
22-Mar-18,87.5,4,449,14
23-Mar-18,99.1,4,418,11
25-Mar-18,87.3,3,406,12
10-Jun-18,98.5,1,731,13
13-Jun-18,91,6,432,17
16-Jun-18,97.1,2,628,17
19-Jun-18,87,1,701,13
21-Jun-18,94.4,1,620,12
24-Jun-18,83.1,3,403,17
12-Jul-18,90,1,532,11
13-Jul-18,85,5,409,17
14-Jul-18,100,1,555,16
16-Jul-18,85.2,3,382,8
17-Jul-18,94.3,2,501,8
18-Jul-18,35,5,133,11
20-Jul-18,92.4,2,539,11
22-Jul-18,100,3,595,8
22-Jul-18,100,1,498,12
25-Jul-18,99.3,4,528,14
28-Jul-18,100,2,580,11
29-Jul-18,65.3,1,384,14
01-Aug-18,89.3,7,316,20
01-Aug-18,92.5,2,488,14
03-Aug-18,98.5,6,415,18
05-Aug-18,95.2,1,641,17
08-Aug-18,60,0,479,15
12-Aug-18,74.4,0,404,17
27-Aug-18,98.3,4,414,17
29-Aug-18,93.5,7,357,14
30-Aug-18,98.5,5,426,18
31-Aug-18,60,5,247,12
15-Sep-18,84.5,5,380,18
16-Sep-18,60.5,5,236,10
17-Sep-18,91.2,4,398,18
18-Sep-18,100,2,538,15
19-Sep-18,72.1,5,320,11
20-Sep-18,92.1,10,369,16
21-Sep-18,85.3,2,345,13
21-Sep-18,99.3,5,509,12
23-Sep-18,89.3,1,470,6
23-Sep-18,100,2,489,11
25-Sep-18,99.5,3,498,15
26-Sep-18,98.5,6,430,18
28-Sep-18,98.3,3,435,14
30-Sep-18,60.2,8,234,15
03-Oct-18,71.3,7,272,20
06-Oct-18,95.2,5,456,16
10-Oct-18,15,0,90,2
13-Oct-18,79,1,412,14
17-Oct-18,39.3,0,292,10
20-Oct-18,77,1,387,7
21-Oct-18,92.1,0,640,10
21-Oct-18,100,4,506,15
23-Oct-18,76.1,0,490,15
24-Oct-18,100,0,634,12
24-Oct-18,94.1,2,487,10
26-Oct-18,92.1,3,565,7
27-Oct-18,97.4,3,517,19
29-Oct-18,86.2,3,519,12
01-Nov-18,46.4,7,207,11
04-Nov-18,67.3,9,294,13
07-Nov-18,97.2,5,478,19
09-Nov-18,98.3,3,445,18
09-Nov-18,90.3,5,414,12
11-Nov-18,100,7,595,14
11-Nov-18,56.5,1,313,9
09-Dec-18,85.1,1,382,14
11-Dec-18,99.4,3,502,13
14-Dec-18,88.3,3,390,11
03-Jan-19,99,0,684,16
05-Jan-19,96.2,3,605,12
08-Jan-19,91.4,2,604,13
12-Jan-19,100,5,529,14
15-Jan-19,99.2,2,584,12
18-Jan-19,98,3,461,13
19-Jan-19,99.1,3,529,7
22-Jan-19,87.5,4,406,15
23-Jan-19,72.5,4,308,12
25-Jan-19,66,7,224,16
25-Jan-19,83,0,503,7
26-Jan-19,90.2,2,557,14
26-Jan-19,69.3,7,331,18
27-Jan-19,72.3,3,330,12
28-Jan-19,92,3,483,12
28-Jan-19,94.4,7,501,12
30-Jan-19,90,2,478,10
31-Jan-19,45.3,9,184,12
