Start Date,Overs,Mdns,Runs,Wkts
03-Feb-19,94,4,457,17
13-Feb-19,93.2,3,452,12
16-Feb-19,85.5,3,448,12
20-Feb-19,97.2,5,567,15
20-Feb-19,98.4,0,719,12
22-Feb-19,97.4,2,540,14
27-Feb-19,98,0,800,16
28-Feb-19,91.1,10,326,15
02-Mar-19,48.3,3,248,7
02-Mar-19,98.2,4,475,11
02-Mar-19,40.2,3,228,13
03-Mar-19,85.5,2,462,10
05-Mar-19,99,5,509,13
05-Mar-19,97.5,2,481,18
06-Mar-19,77.3,3,385,19
08-Mar-19,84.4,4,334,19
08-Mar-19,98.2,3,579,14
10-Mar-19,97.2,5,431,11
10-Mar-19,97.5,2,703,15
10-Mar-19,74,3,442,10
13-Mar-19,100,3,501,18
13-Mar-19,72.1,2,376,13
16-Mar-19,77.3,4,348,11
22-Mar-19,99,2,547,7
24-Mar-19,97.5,4,556,8
27-Mar-19,94.4,5,446,15
29-Mar-19,100,2,542,14
31-Mar-19,100,1,627,14
10-Apr-19,68,11,218,13
12-Apr-19,67,2,352,12
14-Apr-19,96.2,11,477,14
16-Apr-19,72,6,303,14
27-Apr-19,79,4,305,16
27-Apr-19,76.4,10,324,15
03-May-19,85.1,3,381,16
05-May-19,84.4,2,558,13
07-May-19,95,1,510,11
08-May-19,19,2,78,2
10-May-19,94.5,1,588,10
11-May-19,97.5,4,648,10
11-May-19,100,1,724,10
13-May-19,97.2,3,488,14
14-May-19,94.5,0,713,11
15-May-19,93,2,571,12
17-May-19,46.5,0,363,6
17-May-19,99.3,0,672,14
19-May-19,84.3,7,340,19
19-May-19,96.5,3,643,17
21-May-19,91.2,4,475,16
21-May-19,83.2,1,514,16
30-May-19,89.5,1,507,17
31-May-19,35.2,2,210,13
01-Jun-19,45.3,0,269,10
01-Jun-19,73.1,5,412,12
02-Jun-19,100,2,626,13
03-Jun-19,100,1,670,17
04-Jun-19,69.3,2,342,18
05-Jun-19,97.3,5,450,13
05-Jun-19,96.3,1,483,17
06-Jun-19,99,7,550,18
08-Jun-19,98.5,3,654,16
08-Jun-19,73.2,6,335,13
09-Jun-19,100,2,659,13
10-Jun-19,7.3,1,29,2
12-Jun-19,94.4,3,559,19
14-Jun-19,77.5,3,418,12
15-Jun-19,95.5,2,575,15
15-Jun-19,62.5,7,251,11
16-Jun-19,90,2,545,11
17-Jun-19,91.3,2,636,10
18-Jun-19,100,2,642,14
19-Jun-19,89.4,5,398,11
19-Jun-19,97.3,3,478,12
20-Jun-19,100,1,700,11
21-Jun-19,99.2,2,577,13
21-Jun-19,97,4,439,19
22-Jun-19,99.5,4,429,18
22-Jun-19,99,5,570,17
23-Jun-19,100,2,560,16
24-Jun-19,97,3,455,16
25-Jun-19,94.4,2,496,16
26-Jun-19,99.1,3,473,8
27-Jun-19,84.2,4,398,17
28-Jun-19,86.5,6,401,11
29-Jun-19,99.4,2,444,14
29-Jun-19,93.4,4,390,19
30-Jun-19,100,5,638,12
01-Jul-19,100,1,639,11
01-Jul-19,98.3,3,508,14
02-Jul-19,98,2,592,18
03-Jul-19,95,2,475,16
04-Jul-19,100,3,593,14
04-Jul-19,100,5,472,17
05-Jul-19,94.1,1,528,19
06-Jul-19,93.3,3,522,10
06-Jul-19,99.5,2,625,15
07-Jul-19,88.1,4,370,13
09-Jul-19,99.3,7,452,16
11-Jul-19,81.1,2,442,11
14-Jul-19,100,5,465,16
26-Jul-19,91.4,3,532,17
28-Jul-19,94.4,2,464,9
31-Jul-19,86,5,464,17
08-Aug-19,13,1,52,1
11-Aug-19,92,1,479,16
14-Aug-19,99.1,3,449,12
14-Aug-19,67.3,2,489,10
15-Aug-19,90,5,331,12
17-Aug-19,98.5,6,405,16
18-Aug-19,88.2,5,360,17
20-Aug-19,100,10,434,13
21-Aug-19,97.4,6,400,15
13-Sep-19,73,4,392,14
17-Sep-19,77.2,13,233,15
19-Sep-19,86.2,12,286,20
20-Sep-19,86,6,419,17
22-Sep-19,98.2,6,434,14
23-Sep-19,97.3,6,481,16
30-Sep-19,96.5,5,519,14
02-Oct-19,98.2,3,580,12
06-Nov-19,91.5,4,385,11
09-Nov-19,95.4,5,433,17
11-Nov-19,98.4,6,493,12
08-Dec-19,90.4,5,391,15
09-Dec-19,97.2,3,522,18
12-Dec-19,82.5,7,318,19
14-Dec-19,98.5,5,475,14
15-Dec-19,92.2,2,434,12
15-Dec-19,97.5,6,564,9
18-Dec-19,93.3,2,660,14
22-Dec-19,98.4,3,625,11
05-Jan-20,84.4,7,338,14
06-Jan-20,100,6,427,16
07-Jan-20,79.3,4,350,15
08-Jan-20,95,3,589,16
09-Jan-20,48.3,6,187,12
09-Jan-20,99.5,4,467,17
12-Jan-20,85.3,2,400,15
14-Jan-20,86.5,2,499,9
17-Jan-20,99.1,3,625,15
19-Jan-20,97.3,2,559,11
04-Feb-20,97.4,0,513,10
05-Feb-20,98.1,2,684,8
05-Feb-20,96.5,15,373,18
06-Feb-20,99.3,7,417,14
07-Feb-20,11.2,0,69,2
08-Feb-20,98.3,4,512,15
08-Feb-20,93.3,12,334,20
09-Feb-20,97.2,6,488,9
09-Feb-20,93.2,5,506,13
11-Feb-20,97.1,2,592,11
11-Feb-20,89.1,9,456,15
12-Feb-20,17.2,3,70,12
22-Feb-20,99.1,3,565,13
26-Feb-20,89.1,0,525,16
29-Feb-20,95.1,0,499,15
01-Mar-20,89.1,3,471,15
01-Mar-20,100,2,594,15
03-Mar-20,100,0,632,13
04-Mar-20,98.3,1,538,14
06-Mar-20,80.3,2,538,12
07-Mar-20,95.3,3,506,10
13-Mar-20,91,2,437,17
30-Jul-20,72.3,6,334,13
01-Aug-20,82.3,6,417,15
04-Aug-20,99.4,4,645,11
11-Sep-20,100,4,549,18
13-Sep-20,98.4,12,422,18
16-Sep-20,99.4,2,594,13
30-Oct-20,99.4,2,533,16
01-Nov-20,80.3,6,403,14
03-Nov-20,100,5,550,15
27-Nov-20,100,0,673,14
29-Nov-20,100,1,725,12
02-Dec-20,99.3,3,583,14
08-Jan-21,99,2,538,9
18-Jan-21,86,8,337,14
20-Jan-21,66.1,8,232,14
21-Jan-21,100,3,550,17
22-Jan-21,77,3,296,12
24-Jan-21,95.2,2,512,12
25-Jan-21,94.2,3,467,14
26-Jan-21,97.1,4,479,17
10-Mar-21,96,4,460,9
12-Mar-21,99.4,2,540,12
14-Mar-21,98.3,3,546,10
20-Mar-21,63.1,3,257,11
23-Mar-21,98.2,7,536,9
23-Mar-21,92.1,4,562,15
26-Mar-21,92.4,6,468,16
26-Mar-21,93.3,0,665,9
28-Mar-21,98.2,1,649,18
02-Apr-21,100,5,545,13
04-Apr-21,100,4,655,14
07-Apr-21,99.3,2,606,17
19-May-21,66,6,301,14
20-May-21,90.5,6,339,13
23-May-21,98.1,3,476,16
25-May-21,88.1,4,382,18
28-May-21,92.3,1,461,15
02-Jun-21,100,12,382,16
04-Jun-21,92.2,13,311,12
07-Jun-21,95.1,7,324,15
29-Jun-21,77.2,6,360,13
01-Jul-21,93,3,483,11
04-Jul-21,41.1,4,164,9
08-Jul-21,57.1,2,282,10
10-Jul-21,86.2,3,437,20
11-Jul-21,40.2,3,188,4
13-Jul-21,98.3,2,524,14
13-Jul-21,98,2,655,16
16-Jul-21,78.5,7,395,16
16-Jul-21,97.1,1,608,14
18-Jul-21,99.1,3,466,15
18-Jul-21,86.4,4,518,11
20-Jul-21,97.3,1,593,15
20-Jul-21,99.1,2,541,14
20-Jul-21,75.2,4,368,19
22-Jul-21,85.1,3,368,16
23-Jul-21,82.1,0,441,17
26-Jul-21,75.4,6,297,14
02-Sep-21,100,2,576,11
04-Sep-21,83.4,0,477,16
06-Sep-21,72.4,3,313,12
07-Sep-21,72.3,4,267,17
07-Sep-21,80,5,325,19
08-Sep-21,98.4,5,483,16
09-Sep-21,87.1,3,398,17
10-Sep-21,50,2,281,6
10-Sep-21,68.4,1,308,17
13-Sep-21,56.2,6,238,12
13-Sep-21,99,5,458,12
14-Sep-21,78.5,6,393,13
16-Sep-21,94.2,8,353,14
17-Sep-21,77.3,5,342,14
19-Sep-21,55.3,7,226,13
20-Sep-21,89.5,4,469,16
25-Sep-21,90.4,7,386,14
26-Sep-21,92.2,8,384,17
28-Sep-21,100,9,523,12
29-Sep-21,98.5,5,445,12
01-Oct-21,79.1,7,296,17
02-Oct-21,23.2,1,100,3
26-Nov-21,96.5,8,407,19
26-Nov-21,52,3,286,8
27-Nov-21,100,3,565,17
08-Jan-22,98,3,506,20
13-Jan-22,80.3,8,388,15
16-Jan-22,98.3,2,588,13
16-Jan-22,89.3,5,418,17
18-Jan-22,100,2,568,15
19-Jan-22,100,2,553,11
21-Jan-22,98,5,403,15
21-Jan-22,98.1,1,569,9
21-Jan-22,74.4,5,321,17
23-Jan-22,97.4,2,417,14
23-Jan-22,99.1,0,566,18
25-Jan-22,92.4,3,421,14
05-Feb-22,99,7,611,13
06-Feb-22,92.5,5,381,16
06-Feb-22,71.5,3,347,13
08-Feb-22,99.3,6,414,19
09-Feb-22,96,7,421,18
11-Feb-22,87.1,5,429,20
23-Feb-22,98,8,418,16
25-Feb-22,95.1,3,502,13
28-Feb-22,87,2,383,10
05-Mar-22,98.5,5,424,17
06-Mar-22,92,13,338,18
08-Mar-22,97.1,7,405,14
09-Mar-22,98.3,5,423,14
11-Mar-22,96.1,1,540,11
12-Mar-22,100,2,638,11
14-Mar-22,97.3,4,518,10
15-Mar-22,94.3,5,352,11
16-Mar-22,99.2,1,403,14
18-Mar-22,81.4,6,283,19
18-Mar-22,98.5,4,580,17
19-Mar-22,86.2,11,294,12
20-Mar-22,87.2,5,382,12
21-Mar-22,85.1,7,298,18
22-Mar-22,87,3,336,11
23-Mar-22,63.3,0,302,10
25-Mar-22,100,4,562,16
26-Mar-22,98.4,3,553,14
29-Mar-22,88.1,4,393,13
29-Mar-22,95.2,0,529,16
31-Mar-22,99,1,689,12
02-Apr-22,84.1,4,403,19
02-Apr-22,79.4,4,421,11
04-Apr-22,92.3,5,543,18
09-Apr-22,85.5,5,386,13
10-Apr-22,99.2,2,414,18
12-Apr-22,94.1,5,436,12
13-Apr-22,86.2,2,446,15
15-Apr-22,99.5,7,439,15
16-Apr-22,94.3,3,456,17
28-May-22,96.1,3,511,15
29-May-22,92.4,1,476,15
31-May-22,88.1,2,476,10
31-May-22,98,2,424,14
01-Jun-22,94.5,5,403,13
02-Jun-22,94,3,424,14
03-Jun-22,94.1,8,332,12
04-Jun-22,100,5,478,15
04-Jun-22,99.5,6,587,14
04-Jun-22,86.4,2,391,12
06-Jun-22,94.3,1,451,11
08-Jun-22,99.2,2,604,13
08-Jun-22,93.3,1,529,17
09-Jun-22,82.3,12,258,16
09-Jun-22,99.4,3,399,17
10-Jun-22,82.2,5,412,17
11-Jun-22,99.2,2,537,15
12-Jun-22,85.2,4,470,19
12-Jun-22,100,2,543,13
14-Jun-22,92.3,1,572,14
14-Jun-22,80,6,327,13
15-Jun-22,97.4,2,446,15
16-Jun-22,84.5,4,399,18
17-Jun-22,99.4,0,747,14
19-Jun-22,77.1,3,459,10
19-Jun-22,98.3,0,571,10
21-Jun-22,99,4,509,17
22-Jun-22,79.3,1,482,11
24-Jun-22,82.4,9,324,14
10-Jul-22,99.5,3,591,16
10-Jul-22,93,4,423,16
10-Jul-22,72.5,7,296,11
11-Jul-22,94.2,3,398,17
12-Jul-22,86.1,8,419,14
12-Jul-22,44,6,220,10
13-Jul-22,68,2,289,15
13-Jul-22,55.4,6,217,10
14-Jul-22,98.5,7,429,13
14-Jul-22,87.5,6,381,20
15-Jul-22,100,0,694,13
16-Jul-22,87.1,8,328,18
16-Jul-22,97.1,10,355,16
17-Jul-22,54.5,7,252,12
17-Jul-22,88,5,514,15
19-Jul-22,96.5,2,595,15
22-Jul-22,48.5,3,278,18
22-Jul-22,100,2,599,12
24-Jul-22,27.4,1,157,2
24-Jul-22,99.4,3,604,13
27-Jul-22,62,1,356,13
31-Jul-22,95.3,3,605,13
05-Aug-22,98.2,3,605,6
07-Aug-22,97.3,2,578,12
10-Aug-22,82.2,3,394,16
10-Aug-22,90.4,2,447,20
11-Aug-22,99.1,2,498,13
13-Aug-22,97.4,6,586,12
14-Aug-22,91,9,408,18
16-Aug-22,100,4,589,13
17-Aug-22,99.5,4,488,14
17-Aug-22,84.2,1,378,15
18-Aug-22,71.2,5,357,10
18-Aug-22,77.5,2,373,13
19-Aug-22,83.5,7,369,19
20-Aug-22,63.5,4,323,13
21-Aug-22,99,4,397,17
21-Aug-22,97.1,4,593,13
22-Aug-22,99.3,4,561,17
28-Aug-22,81,2,390,15
31-Aug-22,42.3,3,187,12
03-Sep-22,70,7,272,17
06-Sep-22,95,5,449,17
08-Sep-22,83,9,276,19
11-Sep-22,96.5,6,394,20
11-Sep-22,99.5,8,500,14
13-Sep-22,97.2,7,373,19
15-Sep-22,80.2,6,268,18
17-Sep-22,100,7,434,12
20-Sep-22,92.4,11,388,13
21-Sep-22,93.1,5,351,16
06-Oct-22,80,5,481,12
09-Oct-22,95.5,3,554,10
11-Oct-22,46.2,4,197,12
14-Nov-22,100,8,425,13
16-Nov-22,91.1,5,371,16
17-Nov-22,96.5,1,571,12
18-Nov-22,90.1,14,353,10
19-Nov-22,88.5,3,477,18
19-Nov-22,54,4,213,11
20-Nov-22,93.4,5,405,17
22-Nov-22,79.4,4,491,15
22-Nov-22,78.2,5,298,14
23-Nov-22,97.2,1,458,17
25-Nov-22,97.1,3,609,10
25-Nov-22,98.2,6,488,14
25-Nov-22,88,0,519,16
26-Nov-22,94.4,5,423,11
27-Nov-22,12.5,0,83,1
27-Nov-22,51,3,237,9
30-Nov-22,65.3,4,309,11
30-Nov-22,99.4,1,622,13
01-Dec-22,92.1,7,418,14
02-Dec-22,50.3,7,199,8
04-Dec-22,87.2,8,363,19
04-Dec-22,72.2,8,275,15
05-Dec-22,94,9,412,16
07-Dec-22,100,5,527,16
07-Dec-22,96.5,4,456,16
08-Dec-22,52.3,3,236,11
10-Dec-22,84,2,581,18
09-Jan-23,98.1,2,508,13
10-Jan-23,100,1,675,15
11-Jan-23,92.5,1,437,17
12-Jan-23,83,0,430,15
13-Jan-23,98.1,0,551,13
15-Jan-23,72,6,450,13
18-Jan-23,87,3,492,10
18-Jan-23,99.2,4,681,17
21-Jan-23,97.3,0,532,16
21-Jan-23,54.4,7,216,12
23-Jan-23,13,0,53,1
24-Jan-23,91.2,1,667,17
27-Jan-23,94.2,0,566,17
29-Jan-23,99.1,4,673,12
01-Feb-23,93.1,2,626,17
14-Feb-23,97.4,5,571,18
15-Feb-23,61.3,6,299,10
17-Feb-23,97,3,534,15
18-Feb-23,97.3,7,547,11
20-Feb-23,87.2,4,392,20
21-Feb-23,90.2,4,414,17
23-Feb-23,64.1,11,184,19
25-Feb-23,78.2,7,327,12
27-Feb-23,95.2,5,396,13
28-Feb-23,83.3,5,379,19
01-Mar-23,96,3,410,17
02-Mar-23,81.5,6,337,16
03-Mar-23,97.2,10,354,14
03-Mar-23,94.4,3,507,16
05-Mar-23,53.1,4,177,14
06-Mar-23,95,5,404,17
06-Mar-23,92,3,440,19
09-Mar-23,96.2,1,533,16
10-Mar-23,92.2,8,429,18
12-Mar-23,72.1,7,316,20
13-Mar-23,39.4,5,192,11
15-Mar-23,88.4,5,464,10
16-Mar-23,94,4,564,11
17-Mar-23,75.3,5,367,15
18-Mar-23,80.5,2,489,17
18-Mar-23,91.4,2,613,17
19-Mar-23,37,1,236,10
20-Mar-23,50,3,346,5
21-Mar-23,97.2,6,489,14
21-Mar-23,77.5,2,508,15
22-Mar-23,98.1,2,511,18
23-Mar-23,99.2,1,536,17
23-Mar-23,41.2,3,202,10
25-Mar-23,69.2,3,343,19
25-Mar-23,91.4,2,457,12
26-Mar-23,91.4,6,368,19
27-Mar-23,98.3,7,482,17
27-Mar-23,97.5,3,440,18
29-Mar-23,97.1,8,357,18
29-Mar-23,96.2,3,707,18
30-Mar-23,82.1,4,425,11
30-Mar-23,99,3,547,11
31-Mar-23,74.2,8,309,13
31-Mar-23,76.1,9,363,12
01-Apr-23,97.5,9,502,12
01-Apr-23,100,3,553,12
02-Apr-23,84.5,8,339,15
02-Apr-23,98.4,2,505,14
02-Apr-23,89.1,4,586,18
04-Apr-23,92.2,3,417,17
04-Apr-23,97.4,9,428,19
05-Apr-23,94.5,3,498,17
05-Apr-23,87,6,338,16
21-Apr-23,96.3,5,531,17
27-Apr-23,98.3,2,571,12
29-Apr-23,92.2,3,410,16
29-Apr-23,98.2,1,662,8
01-May-23,63.4,12,230,13
03-May-23,99.1,4,543,13
05-May-23,93.4,4,549,15
07-May-23,95.4,3,542,18
09-May-23,66.3,1,302,12
12-May-23,89.3,2,632,13
14-May-23,98.5,3,518,18
02-Jun-23,96.5,3,528,12
04-Jun-23,92.1,2,503,16
04-Jun-23,82.3,4,399,13
06-Jun-23,99.5,4,517,17
07-Jun-23,38.2,1,234,11
09-Jun-23,71.2,1,359,14
18-Jun-23,94.1,4,563,10
18-Jun-23,99.3,4,549,16
19-Jun-23,89,2,517,14
19-Jun-23,98.1,3,562,12
20-Jun-23,90.5,4,620,10
20-Jun-23,92,5,410,14
21-Jun-23,100,4,566,17
21-Jun-23,96,5,437,13
22-Jun-23,99.4,4,570,17
22-Jun-23,93.2,7,417,13
23-Jun-23,45.2,4,198,9
23-Jun-23,85.3,4,444,17
24-Jun-23,94.3,7,491,19
24-Jun-23,71.4,6,333,13
25-Jun-23,80.5,3,504,19
25-Jun-23,100,5,545,17
26-Jun-23,75.1,3,501,13
26-Jun-23,100,3,731,14
27-Jun-23,78.3,2,398,18
27-Jun-23,89,2,557,13
29-Jun-23,100,1,644,16
30-Jun-23,87.4,4,388,18
30-Jun-23,77,4,388,13
01-Jul-23,87.2,4,355,13
02-Jul-23,65.3,1,325,11
02-Jul-23,90.1,7,355,16
03-Jul-23,92,2,592,12
04-Jul-23,91.1,1,430,16
04-Jul-23,99.2,3,531,17
05-Jul-23,89.4,4,434,8
05-Jul-23,64.4,3,249,11
06-Jul-23,92.5,1,548,13
06-Jul-23,100,4,604,13
07-Jul-23,92.3,1,481,12
08-Jul-23,93.2,1,501,18
09-Jul-23,71.2,5,332,18
11-Jul-23,68.5,6,252,13
27-Jul-23,45.5,4,229,14
29-Jul-23,77.3,2,361,14
01-Aug-23,85.3,7,496,15
22-Aug-23,66.3,6,258,18
24-Aug-23,99.5,0,585,11
26-Aug-23,98.4,6,460,17
30-Aug-23,73.4,2,441,14
31-Aug-23,81.4,4,320,14
02-Sep-23,48.5,2,262,10
03-Sep-23,94.3,4,570,11
04-Sep-23,68.3,6,370,9
05-Sep-23,87.4,1,574,17
06-Sep-23,78.1,3,380,13
07-Sep-23,89.2,4,440,16
08-Sep-23,95.4,1,586,8
09-Sep-23,98.1,3,484,18
09-Sep-23,91.5,2,655,18
10-Sep-23,82,3,481,10
10-Sep-23,60.5,1,368,16
12-Sep-23,90.4,5,378,20
12-Sep-23,84.3,2,560,14
13-Sep-23,87.1,1,541,20
14-Sep-23,84,2,498,13
15-Sep-23,99.5,6,515,17
15-Sep-23,84.5,3,658,14
15-Sep-23,88.2,3,516,17
17-Sep-23,84.1,6,498,18
17-Sep-23,21.3,2,98,10
21-Sep-23,33.4,4,134,5
22-Sep-23,98.4,4,550,12
23-Sep-23,90.3,7,413,20
23-Sep-23,96.4,1,613,18
24-Sep-23,78.2,0,612,14
26-Sep-23,69.2,3,344,13
26-Sep-23,31,0,277,4
27-Sep-23,99.4,0,636,17
05-Oct-23,86.2,4,560,10
06-Oct-23,90,2,491,18
07-Oct-23,72,6,311,13
07-Oct-23,94.5,2,748,15
08-Oct-23,90.5,5,392,14
09-Oct-23,96.3,3,541,16
10-Oct-23,98.2,1,584,19
10-Oct-23,98.2,0,685,13
11-Oct-23,85,0,535,10
12-Oct-23,90.5,5,478,17
13-Oct-23,92.5,2,491,11
14-Oct-23,73.2,1,379,13
15-Oct-23,90.2,5,494,18
16-Oct-23,78.5,4,420,13
17-Oct-23,85.5,4,440,18
18-Oct-23,84.4,6,423,16
19-Oct-23,91.3,1,516,11
20-Oct-23,95.3,2,653,19
21-Oct-23,98,3,506,14
21-Oct-23,72,3,555,16
22-Oct-23,98,2,538,14
23-Oct-23,99,2,564,9
24-Oct-23,96.4,2,610,15
25-Oct-23,71,0,489,16
26-Oct-23,59,2,313,10
27-Oct-23,94,2,531,19
28-Oct-23,99.2,0,766,18
28-Oct-23,92.2,8,366,18
29-Oct-23,84.5,9,352,18
30-Oct-23,94.5,1,480,11
31-Oct-23,77.4,4,403,13
01-Nov-23,85.3,5,515,14
02-Nov-23,69.4,6,395,16
03-Nov-23,78,1,355,9
04-Nov-23,75.3,1,592,7
04-Nov-23,97.4,3,527,20
05-Nov-23,77.1,4,407,15
06-Nov-23,90.4,3,545,15
07-Nov-23,96.5,3,574,11
08-Nov-23,87.2,2,514,17
09-Nov-23,70,8,342,14
10-Nov-23,97.3,4,483,14
11-Nov-23,94.4,2,603,7
11-Nov-23,93.3,1,573,18
12-Nov-23,97.5,3,650,14
15-Nov-23,98.5,2,713,14
16-Nov-23,97,5,420,17
19-Nov-23,93,3,471,13
03-Dec-23,98.5,1,647,14
06-Dec-23,72.3,1,404,14
09-Dec-23,71.4,1,394,14
13-Dec-23,25.3,2,117,5
15-Dec-23,83,7,326,16
17-Dec-23,60,1,435,12
17-Dec-23,77.5,3,385,11
17-Dec-23,44.1,4,230,12
19-Dec-23,88.5,4,426,11
20-Dec-23,96.1,3,578,12
21-Dec-23,95.5,3,507,18
23-Dec-23,46.5,3,196,11
06-Jan-24,54,5,272,9
08-Jan-24,93.4,7,408,17
11-Jan-24,39.3,3,191,12
02-Feb-24,87.1,3,457,11
04-Feb-24,93.3,3,426,19
06-Feb-24,31,1,172,11
08-Feb-24,97.5,6,436,19
09-Feb-24,100,2,714,9
10-Feb-24,95.1,5,563,14
11-Feb-24,83.5,2,459,15
12-Feb-24,94.3,4,453,8
14-Feb-24,83.4,0,528,12
15-Feb-24,74.2,8,260,16
17-Feb-24,54.2,3,278,9
